"...1","days","n","rb","rn","w","pph","ph","pp","k","pBrood","pHoney","pPollen","pEmpty","broodMetric","pollenRing"
1,30,63,4,1,3811,0.3399,1.077,1.0505,13.6064,0.205925925925926,0.439111111111111,0.246222222222222,0.108740740740741,1.9568345323741,2.45745614035088
1,30,61,2,4,2865,0.2588,1.0826,1.0161,6.4605,0.126518518518519,0.486814814814815,0.281481481481481,0.105185185185185,2,5.64723067559343
1,30,80,2,3,3007,0.5342,0.9822,1.0664,17.1294,0.132148148148148,0.596740740740741,0.196740740740741,0.0743703703703704,1.65470852017937,5.47540218470705
1,30,63,2,4,2324,0.5369,1.0859,0.9578,10.5371,0.129777777777778,0.457185185185185,0.331259259259259,0.0817777777777778,2.13698630136986,6.80439403758911
1,30,90,2,1,3418,0.7334,0.952,1.0118,10.5829,0.105777777777778,0.607111111111111,0.233777777777778,0.0533333333333333,1.703081232493,5.73566617862372
1,30,108,3,2,1992,0.8344,1.0329,0.9383,19.621,0.173925925925926,0.472888888888889,0.315259259259259,0.0379259259259259,2.1839863713799,4.99335839598997
1,30,70,4,2,1261,0.4722,0.9485,1.0869,19.2975,0.160592592592593,0.591703703703704,0.210074074074074,0.0376296296296296,1.8929889298893,3.68090135202804
1,30,73,2,1,2067,0.7805,1.0531,1.0275,10.995,0.166518518518519,0.512296296296296,0.236444444444444,0.0847407407407407,2.31316725978648,6.43527472527473
1,30,71,4,4,1613,0.2197,0.9285,1.0375,7.2599,0.154074074074074,0.596740740740741,0.207111111111111,0.0420740740740741,2.22307692307692,5.20313803376365
1,30,86,3,4,3614,0.948,0.9953,0.9382,8.5881,0.108444444444444,0.501037037037037,0.344592592592593,0.0459259259259259,1.79234972677596,6.19965700768776
1,30,88,4,1,1274,0.4918,1.0465,0.9516,12.0167,0.157333333333333,0.518814814814815,0.283259259259259,0.0405925925925926,1.91713747645951,3.43324386065106
1,30,88,3,1,1862,0.9148,0.9895,0.9627,11.6999,0.164444444444444,0.524444444444444,0.274666666666667,0.0364444444444444,2.23063063063063,5.35824293785311
1,30,65,2,1,1964,0.9975,1.0529,0.9837,9.6154,0.121185185185185,0.498074074074074,0.313777777777778,0.066962962962963,1.8239608801956,6.98217132659132
1,30,111,3,1,2140,0.4476,0.9965,0.949,13.7394,0.165333333333333,0.531259259259259,0.258074074074074,0.0453333333333333,2.25448028673835,5.43913552704964
1,30,107,3,1,2000,0.6033,1.0936,1.0895,15.033,0.252740740740741,0.456296296296296,0.208296296296296,0.0826666666666667,2.98475967174678,4.21880519480519
1,30,62,3,4,3085,0.7329,1.0312,1.0867,10.2899,0.164444444444444,0.544592592592593,0.192592592592593,0.0983703703703704,1.59279279279279,3.17945048966268
1,30,63,3,3,2376,0.5427,1.0028,1.0554,11.4501,0.153185185185185,0.554666666666667,0.224296296296296,0.0678518518518519,2.0541586073501,4.46014957264957
1,30,105,4,2,3063,0.5983,0.9128,1.0798,17.2859,0.169481481481481,0.634074074074074,0.146666666666667,0.0497777777777778,1.98601398601399,3.59090186915888
1,30,79,2,1,1813,0.6796,0.9941,0.9124,8.7802,0.13037037037037,0.515259259259259,0.309925925925926,0.0444444444444444,2.08636363636364,7.20158711903393
1,30,66,2,2,1025,0.5264,0.9998,0.9876,9.1158,0.149925925925926,0.54637037037037,0.255703703703704,0.048,2.39525691699605,7.58770065075922
1,30,101,3,1,2146,0.755,0.9186,1.0781,9.8985,0.179555555555556,0.597925925925926,0.176296296296296,0.0462222222222222,2.07260726072607,4.47099603567889
1,30,80,2,3,1370,0.5656,1.0055,1.0157,15.333,0.140740740740741,0.560888888888889,0.248888888888889,0.0494814814814815,2.20210526315789,6.25900686740623
1,30,68,3,3,1528,0.6558,0.9678,0.9343,10.2389,0.118518518518519,0.554962962962963,0.284148148148148,0.0423703703703704,1.655,5.87896422851041
1,30,71,2,1,1443,0.8817,0.9686,1.0582,13.5664,0.173333333333333,0.564444444444444,0.214222222222222,0.048,2.42051282051282,6.07495538057743
1,30,66,3,4,1890,0.9845,1.0247,1.0342,13.1929,0.16562962962963,0.529185185185185,0.24,0.0651851851851852,2.32200357781753,5.61531914893617
1,30,102,3,2,3097,0.5798,0.9962,1.0723,14.3086,0.217481481481481,0.544592592592593,0.175111111111111,0.0628148148148148,2.38964577656676,3.45980957562568
1,30,103,3,1,3308,0.5703,0.9259,1.0054,6.3507,0.117037037037037,0.61837037037037,0.216888888888889,0.0477037037037037,1.32151898734177,4.33662673694298
1,30,92,3,4,2070,0.2331,0.9638,0.955,9.0587,0.148740740740741,0.571555555555556,0.232296296296296,0.0474074074074074,2.31872509960159,5.90043027475376
1,30,119,3,1,3997,0.3213,0.9822,1.0603,9.0792,0.183111111111111,0.575703703703704,0.192296296296296,0.0488888888888889,1.72168284789644,2.82309830159547
1,30,109,4,4,2527,0.2239,0.9854,1.0964,19.1528,0.176888888888889,0.574222222222222,0.200888888888889,0.048,1.84924623115578,2.68022703818369
1,30,101,3,3,2639,0.5694,0.9509,1.0813,11.4142,0.18637037037037,0.576592592592593,0.180740740740741,0.0562962962962963,2.06995230524642,4.00109969167523
1,30,89,3,2,3120,0.9842,1.0302,1.0277,8.6586,0.172148148148148,0.515851851851852,0.239111111111111,0.0728888888888889,2.07573149741824,3.74794945433659
1,30,82,2,4,3390,0.2188,0.9682,0.992,18.4476,0.120888888888889,0.594962962962963,0.232,0.0521481481481481,1.77941176470588,6.52046812749004
1,30,62,2,4,3425,0.5594,1.0674,1.0491,12.6287,0.171259259259259,0.469037037037037,0.251555555555556,0.108148148148148,2.25951557093426,5.70021478205938
1,30,110,4,2,3836,0.3975,0.9909,0.9501,16.1735,0.158222222222222,0.531259259259259,0.266074074074074,0.0444444444444444,1.812734082397,3.56024539877301
1,30,88,2,2,1094,0.6672,0.9442,1.0545,5.0821,0.173925925925926,0.567703703703704,0.208592592592593,0.0497777777777778,2.63713798977853,6.69341858037578
1,30,99,2,4,1356,0.2646,1.0756,0.924,12.0475,0.167703703703704,0.506962962962963,0.264592592592593,0.0607407407407407,2.7208480565371,6.51601987142022
1,30,107,3,4,1209,0.4956,1.0671,0.993,11.4012,0.187259259259259,0.508444444444444,0.257185185185185,0.0471111111111111,2.2879746835443,3.53237762237762
1,30,86,2,3,2393,0.6042,1.0478,0.9176,8.015,0.117037037037037,0.487703703703704,0.340444444444444,0.0548148148148148,1.85316455696203,7.48424665856622
1,30,97,2,2,2139,0.4716,0.9641,0.9104,13.0203,0.120296296296296,0.551703703703704,0.291851851851852,0.0361481481481482,1.90147783251232,7.10001611170784
1,30,72,2,3,1545,0.8724,1.0648,0.9522,12.1855,0.105185185185185,0.505481481481482,0.33037037037037,0.058962962962963,1.84225352112676,7.75425556858148
1,30,98,4,3,3961,0.7305,1.0409,0.9622,19.8449,0.179851851851852,0.44237037037037,0.315259259259259,0.0625185185185185,1.90444810543657,3.06711319490958
1,30,98,2,4,1030,0.611,1.0077,1.0923,10.1629,0.189037037037037,0.541333333333333,0.216592592592593,0.053037037037037,2.66771159874608,6.45866995073892
1,30,90,2,2,3232,0.9391,0.9952,1.0198,9.1361,0.155259259259259,0.526814814814815,0.236444444444444,0.0814814814814815,2.17175572519084,6.0047581552306
1,30,114,4,3,2485,0.3494,1.0156,0.9921,19.5534,0.181925925925926,0.521185185185185,0.25037037037037,0.0465185185185185,1.73941368078176,2.41220579874929
1,30,104,3,2,1661,0.3873,1.0205,1.1,5.0904,0.216,0.533333333333333,0.200592592592593,0.0500740740740741,2.31275720164609,3.30231111111111
1,30,99,3,3,2135,0.6633,1.0401,1.0944,13.8446,0.206518518518519,0.523555555555556,0.195259259259259,0.0746666666666667,2.1635581061693,3.26526315789474
1,30,99,3,2,3095,0.795,0.9612,0.9918,17.1849,0.140148148148148,0.575407407407407,0.236148148148148,0.0482962962962963,1.58562367864693,4.21805355303811
1,30,85,4,1,2724,0.4751,1.0991,0.9211,15.26,0.176296296296296,0.421037037037037,0.348148148148148,0.0545185185185185,1.50588235294118,1.79244897959184
1,30,82,2,2,2392,0.2235,1.0587,1.0917,17.1867,0.164444444444444,0.522962962962963,0.226074074074074,0.0865185185185185,2.52252252252252,6.61675920679887
1,30,99,2,2,3399,0.5992,1.0921,1.092,9.1197,0.233777777777778,0.435851851851852,0.210962962962963,0.119407407407407,2.81875792141952,5.05583276682529
1,30,64,4,3,2332,0.6321,1.0748,0.9404,17.9147,0.136,0.47437037037037,0.33037037037037,0.0592592592592593,1.79956427015251,4.47948157401624
1,30,64,3,4,3409,0.7773,0.9111,1.0112,6.8369,0.135111111111111,0.630222222222222,0.19437037037037,0.0402962962962963,1.73245614035088,5.29450869769629
1,30,92,2,3,3474,0.3799,0.9902,0.9175,8.8318,0.118814814814815,0.543703703703704,0.29037037037037,0.0471111111111111,1.81047381546135,6.94847411444142
1,30,85,2,1,3529,0.5913,0.9636,0.978,10.0562,0.136,0.565333333333333,0.248888888888889,0.0497777777777778,2.05664488017429,6.74642557651992
1,30,88,2,4,3896,0.7404,1.0801,0.9695,11.5172,0.15762962962963,0.396444444444444,0.348740740740741,0.0971851851851852,2.01503759398496,5.96643497757848
1,30,79,4,4,3815,0.9711,0.9847,1.005,12.8965,0.155555555555556,0.554666666666667,0.229037037037037,0.0607407407407407,1.74095238095238,3.41358974358974
1,30,69,3,4,2651,0.5873,0.9954,0.9649,17.0597,0.111407407407407,0.541925925925926,0.286814814814815,0.0598518518518519,1.46276595744681,5.55103881902679
1,30,66,4,4,2826,0.5798,0.9908,1.0415,11.3037,0.143111111111111,0.571555555555556,0.223703703703704,0.0616296296296296,1.84679089026915,4.63461378952825
1,30,85,2,3,2480,0.3298,1.0926,1.0941,14.2639,0.184296296296296,0.485037037037037,0.218962962962963,0.111703703703704,2.29903536977492,5.34160048869884
1,30,78,2,1,2590,0.5238,0.9377,1.0101,9.2963,0.127407407407407,0.592,0.222814814814815,0.0577777777777778,1.65116279069767,6.03397397397397
1,30,71,4,4,3299,0.4676,1.0394,0.9379,12.5365,0.151407407407407,0.479111111111111,0.312296296296296,0.0571851851851852,1.71428571428571,4.01005565862709
1,30,66,2,1,3956,0.3061,0.9868,1.0696,17.5946,0.115555555555556,0.591407407407407,0.214814814814815,0.0782222222222222,1.82051282051282,6.41640781563126
1,30,89,4,4,1469,0.4458,1.041,1.0671,14.3569,0.212148148148148,0.525333333333333,0.20562962962963,0.0568888888888889,2.24022346368715,2.39686971235195
1,30,108,3,3,2639,0.5352,1.0491,1.0287,9.973,0.206518518518519,0.483851851851852,0.23762962962963,0.072,2.13486370157819,3.26587262706675
1,30,61,3,2,3553,0.4608,1.0425,0.9637,14.7952,0.121481481481481,0.501925925925926,0.314666666666667,0.0619259259259259,1.41951219512195,5.12042502951594
1,30,102,2,4,3654,0.7157,1.0549,1.0958,16.3223,0.207407407407407,0.496592592592593,0.180740740740741,0.115259259259259,2.4,4.39264319809069
1,30,85,2,3,2259,0.8444,1.0801,1.0208,11.1562,0.171259259259259,0.484148148148148,0.256,0.0885925925925926,2.06574394463668,5.58452876376989
1,30,114,4,1,3336,0.6425,1.032,1.0402,12.4049,0.214222222222222,0.477037037037037,0.218962962962963,0.0897777777777778,2.01106500691563,2.72634161490683
1,30,62,2,1,1200,0.7536,1.0508,0.99,12.8344,0.125037037037037,0.528888888888889,0.278518518518518,0.0675555555555555,1.97156398104265,7.40160224089636
1,30,85,4,2,2025,0.2986,1.0517,1.0336,19.0806,0.209481481481481,0.508740740740741,0.232,0.0497777777777778,2.17538896746818,2.88953407105416
1,30,97,3,1,3335,0.8109,1.0676,0.9828,17.1424,0.182814814814815,0.433185185185185,0.304,0.08,2.24635332252836,3.93746922024624
1,30,84,2,2,2595,0.9368,0.918,1.0682,11.0192,0.158222222222222,0.619555555555556,0.161185185185185,0.061037037037037,2.27340823970037,6.11542324246772
1,30,75,4,4,1015,0.499,0.9056,1.0836,12.4348,0.147259259259259,0.574222222222222,0.225777777777778,0.0527407407407407,2.12474849094567,5.517435500516
1,30,62,3,1,2211,0.8372,0.9793,1.0444,8.6735,0.125037037037037,0.58162962962963,0.226666666666667,0.0666666666666667,1.44075829383886,4.81854304635762
1,30,66,2,1,1447,0.8915,1.0441,0.9449,16.9725,0.114962962962963,0.508148148148148,0.317925925925926,0.058962962962963,1.82989690721649,7.24426239067055
1,30,70,4,1,2314,0.5535,1.0263,0.9744,5.1262,0.16237037037037,0.519407407407407,0.264296296296296,0.0539259259259259,1.88321167883212,3.09103251568739
1,30,78,4,2,2611,0.4672,1.0595,0.9075,11.4878,0.162666666666667,0.462518518518518,0.318814814814815,0.056,1.62841530054645,3.53952594490711
1,30,69,2,1,3707,0.5569,0.9691,0.9775,6.5602,0.131555555555556,0.550814814814815,0.264592592592593,0.053037037037037,2.01351351351351,6.45241527703066
1,30,80,3,2,1530,0.9117,0.9375,0.9269,12.5393,0.10962962962963,0.547851851851852,0.299555555555556,0.042962962962963,1.71351351351351,7.02318550567874
1,30,98,3,4,1907,0.6136,0.9692,1.0142,14.8382,0.153777777777778,0.565925925925926,0.234666666666667,0.0456296296296296,1.97302504816956,4.75867015706806
1,30,60,3,1,3987,0.3823,1.0967,0.9428,13.6743,0.141037037037037,0.381333333333333,0.371851851851852,0.105777777777778,1.95378151260504,6.28708624708625
1,30,95,4,4,2207,0.2193,1.0654,0.9285,18.6696,0.205037037037037,0.47762962962963,0.268148148148148,0.0491851851851852,2.20809248554913,3.09767990074442
1,30,67,3,2,2836,0.7597,0.9511,0.946,7.2184,0.0968888888888889,0.556444444444444,0.310518518518519,0.0361481481481482,1.34556574923547,6.19055910543131
1,30,71,4,1,3078,0.8382,0.9602,1.0671,12.69,0.15437037037037,0.589037037037037,0.179851851851852,0.0767407407407407,1.78886756238004,3.48286217303823
1,30,71,3,3,3166,0.6407,1.0157,1.0017,9.2043,0.14162962962963,0.523851851851852,0.274666666666667,0.0598518518518519,1.71129707112971,4.69203054298643
1,30,70,3,3,3173,0.421,0.9924,0.9973,5.6121,0.126518518518519,0.562666666666667,0.251259259259259,0.0595555555555556,1.63934426229508,5.45887835703002
1,30,63,2,4,3653,0.7884,1.0388,1.0613,14.998,0.157333333333333,0.528888888888889,0.214222222222222,0.0995555555555555,2.15819209039548,5.82238655462185
1,30,107,2,3,2389,0.5106,0.9318,0.9198,5.7948,0.117037037037037,0.566222222222222,0.283259259259259,0.0334814814814815,1.77215189873418,6.93821559392988
1,30,114,4,4,1246,0.3785,1.0609,1.0196,9.2628,0.236740740740741,0.493333333333333,0.224,0.0459259259259259,2.49311639549437,2.68469069069069
1,30,97,4,2,3678,0.4888,1.0442,1.0945,5.9366,0.243555555555556,0.472888888888889,0.187259259259259,0.0962962962962963,2.08515815085158,1.99016290726817
1,30,84,4,4,3171,0.3258,1.0001,1.0093,13.6721,0.130074074074074,0.565925925925926,0.242074074074074,0.0619259259259259,1.65831435079727,2.84372251308901
1,30,107,3,4,2937,0.4016,1.0816,1.0558,14.4524,0.237925925925926,0.44,0.239703703703704,0.0823703703703704,2.52552926525529,3.59268013468013
1,30,119,3,1,2768,0.262,1.0487,0.9577,13.3469,0.194962962962963,0.481481481481481,0.275851851851852,0.0477037037037037,2.37082066869301,5.16068307692308
1,30,88,3,1,2105,0.9347,0.9376,1.0032,10.626,0.144296296296296,0.576888888888889,0.234666666666667,0.0441481481481481,1.66735112936345,5.32920390344119
1,30,116,3,1,1665,0.3918,0.9962,1.0569,15.2365,0.228444444444444,0.520296296296296,0.210074074074074,0.0411851851851852,2.53177691309987,3.92106492027335
1,30,62,2,1,1577,0.7873,1.047,0.9227,14.713,0.123851851851852,0.500740740740741,0.332444444444444,0.042962962962963,1.79904306220096,7.16396449704142
1,30,94,2,1,2480,0.2204,0.9029,0.9284,6.4848,0.117333333333333,0.621333333333333,0.235259259259259,0.0260740740740741,1.95454545454545,7.26306628516929
1,30,111,2,4,2210,0.2958,1.0066,1.0192,19.4001,0.17837037037037,0.528,0.239407407407407,0.0542222222222222,2.41528239202658,6.57460718294052
1,30,97,4,4,2751,0.9261,0.9853,0.9753,6.0113,0.165925925925926,0.526814814814815,0.258074074074074,0.0491851851851852,1.95,3.61766029246344
1,30,70,3,1,2746,0.7172,0.9299,1.033,7.5447,0.142518518518519,0.587259259259259,0.221037037037037,0.0491851851851852,1.76299376299376,4.81902119071645
1,30,105,4,2,3026,0.206,1.0863,0.9479,16.9603,0.207703703703704,0.446518518518519,0.275851851851852,0.0699259259259259,1.6262482168331,1.53379562043796
1,30,117,4,4,3842,0.5864,0.9589,0.9633,11.2337,0.159407407407407,0.552592592592593,0.252444444444444,0.0355555555555556,1.7360594795539,3.54154959785523
1,30,75,4,2,2456,0.9574,0.9603,1.0029,13.6733,0.134814814814815,0.572740740740741,0.239111111111111,0.0533333333333333,1.35824175824176,3.33752715985515
1,30,105,4,1,1191,0.2674,1.0968,1.0882,5.5907,0.253037037037037,0.489481481481481,0.21037037037037,0.0471111111111111,2.85948477751756,2.72914648910412
1,30,82,3,2,1908,0.7067,1.0526,1.0592,7.1883,0.186666666666667,0.512,0.22962962962963,0.0717037037037037,1.91111111111111,3.46627893518519
1,30,103,3,3,1370,0.779,1.0088,1.0702,7.4534,0.207111111111111,0.536296296296296,0.197037037037037,0.0595555555555556,2.48068669527897,4.86308839779006
1,30,84,4,2,3416,0.204,0.9717,1.0913,16.4899,0.138962962962963,0.599703703703704,0.199111111111111,0.0622222222222222,1.55650319829424,3.59326581027668
1,30,82,2,3,3195,0.4913,1.0975,1.0673,16.419,0.204444444444444,0.430518518518519,0.244740740740741,0.120296296296296,2.35072463768116,4.78685478320716
1,30,75,3,1,2701,0.773,0.9277,1.0744,12.1771,0.149333333333333,0.629925925925926,0.15762962962963,0.0631111111111111,1.96428571428571,4.76766227657573
1,30,97,3,2,2858,0.3317,0.9235,0.9029,19.1926,0.108148148148148,0.598518518518519,0.258074074074074,0.0352592592592593,1.4027397260274,5.85429207920792
1,30,117,3,2,1804,0.7313,1.0924,0.9617,12.5606,0.204740740740741,0.449777777777778,0.292148148148148,0.0533333333333333,2.53545586107091,4.75061264822134
1,30,76,4,2,1077,0.8702,1.0402,0.9756,16.1386,0.156740740740741,0.520592592592593,0.271111111111111,0.0515555555555556,1.89413988657845,4.41597040409789
1,30,104,2,4,1781,0.9177,1.0564,1.0374,19.4351,0.180444444444444,0.512296296296296,0.236444444444444,0.0708148148148148,2.12807881773399,4.94267206477733
1,30,118,2,3,1679,0.2174,1.0389,0.9133,17.8593,0.207703703703704,0.496592592592593,0.257481481481481,0.0382222222222222,3.10984308131241,7.05888424821002
1,30,86,3,3,2059,0.4925,1.039,1.041,6.2837,0.191407407407407,0.504,0.24,0.0645925925925926,2.41795665634675,4.63982363315697
1,30,106,3,2,2385,0.2659,1.018,0.9329,15.1093,0.163555555555556,0.511407407407407,0.267259259259259,0.0577777777777778,2.13405797101449,4.85056778679027
1,30,104,3,2,2755,0.7806,0.9913,0.9633,7.7904,0.154962962962963,0.530666666666667,0.267259259259259,0.0471111111111111,1.86615678776291,4.68613065326633
1,30,99,3,3,1317,0.2218,0.9294,0.9951,18.8899,0.149333333333333,0.592296296296296,0.218962962962963,0.0394074074074074,2.17857142857143,6.13069534767384
1,30,110,2,2,3382,0.252,0.9462,1.0971,11.2533,0.154666666666667,0.618666666666667,0.184592592592593,0.0420740740740741,1.98084291187739,5.20925766283525
1,30,91,2,2,1452,0.4536,1.0214,0.9242,8.6016,0.147555555555556,0.526222222222222,0.28237037037037,0.0438518518518519,2.28915662650602,6.95061373873874
1,30,74,2,2,1087,0.9547,0.9107,1.0897,19.7338,0.140444444444444,0.596740740740741,0.202666666666667,0.0601481481481481,2.21097046413502,6.10605759682224
1,30,89,3,3,2748,0.7245,1.0705,0.9087,7.7277,0.136888888888889,0.42962962962963,0.378666666666667,0.0548148148148148,1.75757575757576,5.56398620689655
1,30,81,3,4,3063,0.2887,0.908,0.9312,19.592,0.105185185185185,0.624592592592593,0.234962962962963,0.0352592592592593,1.57183098591549,6.20835388994307
1,30,93,4,1,3897,0.7871,0.9016,1.0553,8.9655,0.155555555555556,0.645037037037037,0.149037037037037,0.0503703703703704,1.84380952380952,3.81018373909049
1,30,90,3,4,1825,0.9096,0.9131,1.0396,5.741,0.158518518518519,0.583407407407407,0.210962962962963,0.0471111111111111,2.04485981308411,4.98449974606399
1,30,62,4,4,2874,0.9947,1.0821,0.9604,12.7919,0.141925925925926,0.419259259259259,0.355851851851852,0.082962962962963,1.4446764091858,3.59821201413428
1,30,73,4,4,3274,0.7312,0.9273,1.0408,6.5731,0.140740740740741,0.616888888888889,0.191111111111111,0.0512592592592593,1.49473684210526,3.42247838616715
1,30,63,4,2,2975,0.2669,0.9499,1.091,14.4594,0.130962962962963,0.628148148148148,0.18637037037037,0.0545185185185185,1.87330316742081,4.53677830188679
1,30,107,3,3,3643,0.9388,1.0308,0.9903,14.4719,0.190222222222222,0.463111111111111,0.264888888888889,0.0817777777777778,1.94392523364486,3.30866282789507
1,30,73,4,3,3648,0.2373,1.0043,0.9603,11.03,0.132740740740741,0.541333333333333,0.270518518518518,0.0554074074074074,1.58035714285714,3.24355227148331
1,30,86,3,3,2326,0.5542,1.0911,1.0331,18.0901,0.186666666666667,0.46962962962963,0.260148148148148,0.0835555555555555,1.9047619047619,3.87404416403785
1,30,83,3,2,2848,0.5721,1.088,0.9481,5.6939,0.136888888888889,0.430814814814815,0.35437037037037,0.0779259259259259,1.74458874458874,4.92104539202201
1,30,81,3,4,1764,0.589,0.9835,0.951,19.9802,0.14637037037037,0.534814814814815,0.273481481481481,0.0453333333333333,2.11740890688259,6.4788864265928
1,30,61,2,2,1441,0.37,0.9676,0.9059,15.2568,0.103111111111111,0.56237037037037,0.288888888888889,0.0456296296296296,2.08045977011494,7.93492623814542
1,30,61,2,4,1205,0.6412,1.0111,0.9887,13.7092,0.133925925925926,0.53837037037037,0.274962962962963,0.0527407407407407,1.89380530973451,6.50127132636214
1,30,89,2,4,2665,0.7539,1.02,1.0549,17.909,0.169481481481481,0.538666666666667,0.221925925925926,0.0699259259259259,2.38811188811189,5.60510451045104
1,30,98,3,3,2979,0.4068,0.9264,0.9383,9.1322,0.117333333333333,0.594666666666667,0.246518518518519,0.0414814814814815,1.58080808080808,5.92604882909816
1,30,72,3,2,3637,0.342,1.0147,1.0615,19.1267,0.132740740740741,0.56,0.216,0.0912592592592593,1.61607142857143,4.19207936507936
1,30,110,3,2,2506,0.761,0.9618,1.0203,18.349,0.193777777777778,0.549925925925926,0.208592592592593,0.0477037037037037,2.31498470948012,4.18481142241379
1,30,72,3,1,3413,0.5252,1.0739,0.9823,6.7812,0.15437037037037,0.445037037037037,0.305481481481481,0.0951111111111111,1.76967370441459,3.93503994673768
1,30,95,3,3,3103,0.4836,1.0164,1.0566,5.4382,0.204740740740741,0.516740740740741,0.20237037037037,0.0761481481481481,2.32127351664255,3.04260894495413
1,30,95,4,3,3170,0.7844,1.0707,0.9422,11.3503,0.152,0.420740740740741,0.359703703703704,0.0675555555555555,1.28265107212476,2.32106338028169
1,30,120,3,2,2347,0.5117,1.0412,1.0048,15.398,0.202074074074074,0.497777777777778,0.24237037037037,0.0577777777777778,1.92375366568915,2.81944047619048
1,30,99,2,1,3277,0.529,0.9168,1.043,7.4178,0.144296296296296,0.624592592592593,0.184592592592593,0.0465185185185185,2.04928131416838,6.28102466793169
1,30,117,4,2,1027,0.6625,0.9541,1.0364,15.0913,0.208296296296296,0.550814814814815,0.198222222222222,0.0426666666666667,2.46941678520626,3.97034965034965
1,30,94,3,1,1666,0.8171,1.0355,0.9574,14.6937,0.138074074074074,0.512,0.297777777777778,0.0521481481481481,1.77682403433476,5.20075231481481
1,30,113,3,1,2526,0.9251,0.9124,0.9408,14.0564,0.152888888888889,0.553185185185185,0.26637037037037,0.0275555555555556,1.93410852713178,5.77048741296197
1,30,113,4,4,3202,0.595,0.9011,0.9634,10.9661,0.124444444444444,0.602962962962963,0.242666666666667,0.0299259259259259,1.39047619047619,4.03278132678133
1,30,68,4,1,3690,0.5462,1.0081,0.9141,9.2762,0.102222222222222,0.498074074074074,0.352296296296296,0.0474074074074074,1.07246376811594,4.25793575252826
1,30,99,4,3,1961,0.4005,0.9961,0.9696,19.593,0.175111111111111,0.528592592592593,0.25037037037037,0.0459259259259259,2.23688663282572,4.23445627802691
1,30,71,4,1,1213,0.2107,0.907,1.0211,13.2183,0.144296296296296,0.594074074074074,0.226074074074074,0.0355555555555556,2.28747433264887,5.89140149625935
1,30,72,3,4,3706,0.5834,0.9926,0.9449,7.288,0.0965925925925926,0.53037037037037,0.316148148148148,0.0568888888888889,1.5521472392638,6.33903351955307
1,30,85,3,2,2451,0.9747,0.9485,0.9889,19.0675,0.156740740740741,0.555259259259259,0.242666666666667,0.0453333333333333,1.88657844990548,4.88001067235859
1,30,110,4,4,1571,0.8702,0.9891,0.9128,16.7321,0.154962962962963,0.497185185185185,0.306074074074074,0.0417777777777778,1.72848948374761,4.11375446960667
1,30,96,4,3,3462,0.4389,1.0078,0.9772,7.0014,0.167703703703704,0.519111111111111,0.261333333333333,0.0518518518518519,1.63604240282686,2.48460616438356
1,30,118,2,4,1716,0.5596,0.9228,0.9199,7.4286,0.160888888888889,0.547851851851852,0.262222222222222,0.029037037037037,2.61878453038674,7.04590048674959
1,30,117,4,3,1666,0.77,0.9952,0.9457,5.9407,0.16,0.514962962962963,0.282074074074074,0.042962962962963,1.8,3.85181818181818
1,30,116,4,1,2517,0.8334,1.0443,0.9391,6.3724,0.17837037037037,0.458074074074074,0.314962962962963,0.0485925925925926,1.7906976744186,2.91587968952135
1,30,68,4,1,2803,0.2633,1.0263,0.9778,13.2515,0.16237037037037,0.518814814814815,0.254222222222222,0.0645925925925926,1.75547445255474,3.53207881210737
1,30,91,2,2,2174,0.3299,0.9438,0.9287,9.4762,0.154074074074074,0.56,0.251259259259259,0.0346666666666667,2.15384615384615,6.23321164021164
1,30,118,2,1,1023,0.3432,1.0242,1.0078,18.7647,0.130666666666667,0.546074074074074,0.263703703703704,0.0595555555555556,2.12698412698413,7.5320618556701
1,30,79,4,2,2307,0.6974,0.9673,1.0934,8.8772,0.187555555555556,0.58162962962963,0.163851851851852,0.066962962962963,2.17061611374408,3.70960264900662
1,30,72,3,4,2234,0.5589,1.0694,1.0997,11.4734,0.182518518518519,0.507259259259259,0.214518518518519,0.0957037037037037,2.08116883116883,3.87640186915888
1,30,61,4,1,1614,0.262,0.9243,1.0332,5.4975,0.130962962962963,0.604444444444444,0.219851851851852,0.0447407407407407,2.00452488687783,6.28338725490196
1,30,115,4,3,3468,0.9481,0.9051,0.916,11.2794,0.135407407407407,0.539555555555556,0.304,0.021037037037037,1.7636761487965,4.87003844041735
1,30,104,3,1,2124,0.6314,0.9645,0.9877,12.0015,0.156444444444444,0.549925925925926,0.245333333333333,0.0482962962962963,1.73863636363636,3.67962284482759
1,30,65,2,4,1161,0.6563,0.9145,0.908,11.6218,0.119703703703704,0.567703703703704,0.284444444444444,0.0281481481481481,1.92574257425743,7.55414405010438
1,30,69,2,1,3539,0.9757,1.0939,1.0112,9.099,0.160592592592593,0.419555555555556,0.304296296296296,0.115555555555556,2.09594095940959,5.68214689265537
1,30,89,3,3,3560,0.3916,0.9015,1.0259,13.4614,0.149925925925926,0.630814814814815,0.184,0.0352592592592593,1.8695652173913,5.24613433536872
1,30,92,2,3,3035,0.9676,1.0781,1.0851,13.6362,0.226962962962963,0.450074074074074,0.192592592592593,0.13037037037037,2.71279373368146,4.897952600395
1,30,114,3,3,3701,0.4046,0.9439,1.009,6.4492,0.174814814814815,0.576,0.205037037037037,0.0441481481481481,2.15932203389831,4.25835905349794
